COMP3900|Wang, Nicholas Yang                               |19980527|M
COMP3121|Gu, Aryan                                         |20010926|M
COMP9044|Song Gabriel, Harry                               |19891122|M
COMP9101|Han Rahul, Md Angus Ray                           |20020526|M
DPST1021|Meng, Aryan Harry James Chi                       |20040213|M
COMP1511|Li, David Simon                                   |19920924|M
COMP9444|Ma, Max Roy                                       |20010610|M
ENGG1811|Dong, Mohammad Robert                             |19950728|M
COMP2041|Yao, Yu                                           |20010617|F
COMP1521|Pan, Johnny Jesse Angus                           |19940911|M
COMP1511|Han, Paul Frank                                   |19960704|M
COMP1531|Lee, Kevin Jacky Zheng Joe Anton                  |20021120|M
COMP3331|Liu Anna, Jiayi Xin Xin Charlotte                 |19990408|F
BIOM9660|Zhou, Michael                                     |19910816|M
BIOM4953|Yang Jasper, Ryan Charles                         |20020122|M
COMP9313|Xu, Jeremy Zac Peter                              |20041001|M
COMP9101|Zhang, Eric Jason Benjamin                        |19950926|M
COMP2041|Chan, Angela Grace Anna Jasmine                   |20000411|F
COMP2041|Liu, Ethan Oliver                                 |20021127|M
ENGG1811|Wang, Richard Ye Joe                              |20040124|M
COMP3121|Cao, Bryan Tian Nikhil                            |20020801|M
COMP1531|Huynh, Rachel Yu Charlotte                        |20030622|F
DPGE1003|Zhang, Sarah Rachel                               |19700119|F
BIOM9420|Liu, Ethan Tony Nicholas                          |19870306|M
COMP6452|Wu, Jasmine Yu                                    |19950823|F
COMP1511|Huang, Sophia Mia Vivian                          |19980307|F
COMP3141|Nguyen, Joseph Sunny Yu                           |20010916|M
COMP9024|Zeng, Yuhao Jiaxin                                |19991023|M
COMP1010|Liang, Ahmed Tong Sean Edward                     |20040417|M
COMP9417|Lin, Brian Lawrence                               |20010427|M
COMP3511|Su, Jay Alexander                                 |19990817|M
COMP2511|Nguyen, Daniel Tom Andrew                         |19930609|M
GSOE9220|Zhou, Xinyi                                       |20011126|F
COMP2511|Huang, William Lachlan Andre                      |20021015|M
COMP4601|Li, Nicole Olivia                                 |19990506|F
DPST1021|Li Julian, Alex Yu                                |19950403|M
DPST1014|Lam, Albert                                       |19991108|M
COMP9021|Shao, Yue Jeffrey Peter                           |20040824|M
DPBS1150|Meng Patrick, Yu Jun Ian Kenny Frank              |20040814|M
COMP2511|Luo Callum, Austin                                |20030208|M
COMP4962|Dai, Olivia Amy                                   |20030904|F
COMP9517|Chen Nikhil, William Yiming Muhammad              |20040213|M
COMP2521|Zhang, Elizabeth Xinran                           |19950316|F
COMP1511|Han, Yichen John Jack Roy                         |19840617|M
BIOM9332|Zhang Yifei, Zeyu Ke                              |20020902|M
COMP6771|Hou, Evan Oliver Zihao                            |20001213|M
COMP9417|Cao, Nicole                                       |20010519|F
COMP9101|Li, Rachel Fiona Yu                               |19921017|F
COMP3141|Wang, Samuel Feng Ken                             |20000528|M
COMP3141|Shen, Yue Andrew Danny                            |20010611|M
COMP9517|Wang, Andrew Jonathan Robert                      |20040516|M
DPGE1001|Zheng, Yi Yue                                     |20020207|M
COMP6443|Lin, Nicholas Oscar Boyang                        |19990515|M
COMP3141|Shen, Winston Xinyu                               |20030728|M
COMP3151|Wang, Nicholas Raymond Isaac                      |20000127|M
COMP9024|Lin, Claire Jiaqi                                 |20000805|F
COMP1521|Yang, Josh                                        |19980916|M
COMP2521|Lin, Alexander Tong Yichen Caleb                  |19960305|M
COMP4953|Sheng, Yue Oliver                                 |20030624|M
COMP3331|Zhou, Kevin Will Gabriel Hugo                     |19960305|M
COMP2041|Nguyen, Joshua Jin                                |20040201|M
COMP1531|Dong Xinyi, Christina Yu Karen                    |19970701|F
COMP1511|Chen, Lachlan                                     |20010507|M
COMP9021|Feng Yu, Amy                                      |20030605|F
COMP3141|Wong, Josh Jiawei Jacky                           |20040409|M
DPST1013|Tang, Jeremy                                      |20031230|M
COMP1521|Nguyen, Joseph Ivan                               |20010905|M
COMP3141|Li, Xin Xinyu                                     |19971225|M
COMP1511|Kim, Charlotte Charlotte Rebecca                  |20010330|F
COMP1531|Zhang, Michelle                                   |19960917|F
COMP1531|Chen, Ethan Anton James                           |20011130|M
COMP6771|Deng, Lachlan Ho                                  |20040708|M
DPST1014|Wei, Kevin                                        |19991023|M
COMP9417|Fu, George Lucas Richard                          |20010823|M
DPBS1180|Fan, Winston Ho Chen Brandon                      |20040707|M
ENGG1811|Zhang Jerry, Alex Chi Patrick                     |20020920|M
COMP9414|Yang, Anthony                                     |20030207|M
COMP6771|Xu, Raymond Aaron Ziheng                          |19950711|M
BIOM9660|Wan, Julian Gabriel Xinyu                         |19920929|M
COMP6447|Luo, Ryan Leo Marcus                              |19950420|M
COMP3121|He, Nathan Bryan                                  |19960511|M
DPBS1170|Li, Amy Mia Sarah                                 |19951004|F
COMP4952|Zheng, Gabriel Ian Brandon                        |20040105|M
COMP9021|Zhang, Matthew Michael                            |20020725|M
DPGE1003|Ha, Charles Aiden Robert                          |19820707|M
COMP1531|Wang, Jiayi Karen Christine                       |20031223|F
DPBS1190|Mei, Stanley Derek Aaron Xinyu                    |20040417|M
COMP1521|Tran Alan, Christopher                            |20040517|M
COMP1521|Ye, Jonathan Joshua                               |19980203|M
COMP2511|Zhao, Alexander Muhammad Nikhil                   |20021011|M
COMP2521|Kong, Jeremy Raymond                              |20000927|M
COMP1531|Chen, Daniel Yu                                   |19990824|M
COMP3141|Zhu, Marcus Lawrence Joseph                       |19970117|M
COMP9414|Lin, Claire Jiaqi                                 |20000805|F
COMP3900|Zhang, Nicholas Lawrence                          |19971010|M
COMP1521|Zhu, Edward                                       |20040106|M
COMP1511|Li, Matthew                                       |19990318|M
COMP9517|Tran, Zheng Calvin                                |20031212|M
COMP2041|Zhang Ziheng, Eric Victor Xiang                   |19970611|M
DPGE1001|Do, Dan Oliver                                    |20030208|M
DPGE1003|Wang, Daniel Yifei                                |20010209|M
COMP9900|Huang, Matthew Lachlan Feng                       |19910109|M
COMP6771|Liu, Samuel Ray                                   |20040304|M
COMP2511|Chen, Joshua Bill Ke                              |20021130|M
COMP9101|Su, Julian Bill Kenny                             |20020317|M
COMP1511|Xu, Brian Sam                                     |19980112|M
COMP1531|Patel, Jeremy Anton Robert Jacob Andy             |19851023|M
COMP3511|Yang, Luke Zheng James                            |20011112|M
BIOM9660|Yang, Mia Karen                                   |20010109|F
COMP3141|Wong, Ziheng Leo Md                               |19900423|M
BIOM9420|Chen, Chloe Yi                                    |20040208|F
DPST1014|Dang, Noah                                        |19980823|M
COMP3141|Phan, Frank                                       |20030219|M
COMP4601|Liu Josh, Nicholas Harrison Austin                |19990306|M
COMP1511|Lee, Nicholas Leon                                |20020403|M
COMP9900|Li Kevin Adam, James Yu Kevin Liam                |20000820|M
COMP9417|Wang, Alexander Thomas                            |20011116|M
COMP4952|Li Adrian, David Ryan Kenneth                     |20030801|M
COMP9417|Kong, Gary Ho                                     |20021209|M
COMP9414|Patel, Lachlan Christian                          |19981025|M
COMP9444|Zhang, Tao Edwin Jimmy                            |20010507|M
COMP6771|Wong, Stephen                                     |20011201|M
COMP2521|Zhang Robert, James Wei                           |20040913|M
COMP1531|Zhao, Grace Anna                                  |20020331|F
COMP3331|Ma, Richard Chen Daniel Joel                      |19980903|M
DPGE1002|Yu, Kelly Anna                                    |20011001|F
COMP1521|Jia, Matthew Jiaqi                                |19920626|M
COMP2521|Luo Rohan, Tian Joe                               |19980702|M
COMP9101|Li, Nicole Tina                                   |20030711|F
DPGE1003|Zhang, Daniel Christopher Adam                    |20040805|M
COMP2041|Li, Haoran Andre                                  |20021223|M
COMP9323|Liu Josh, Nicholas Harrison Austin                |19990306|M
COMP9024|Huang, Thomas Yue Tony                            |19990704|M
COMP9517|Wu, Oliver Jacky Edward                           |19931126|M
COMP9311|Sun, Charlotte                                    |19941227|F
COMP3511|Chen, Joshua Haoran Jack                          |19980929|M
COMP2521|Wong Tony, Raymond Jin Edward                     |20040106|M
COMP9417|Chen, Sarah Claire                                |19980922|F
COMP2521|Wong, Nathan Tianyu                               |20030717|M
COMP9313|Khan, Mohammed Marcus                             |19931213|M
DPST1013|Xu, Julian Jiaxin                                 |20020927|M
COMP3511|Shao, Winston                                     |19950630|M
DPST1091|Chen, Samuel                                      |20010717|M
COMP2041|Ding, Caleb Ian                                   |19991217|M
COMP9517|Wang, Daniel Bill                                 |20030423|M
COMP9417|Yang Jasper, Ryan Charles                         |20020122|M
COMP2041|Lin William Ye, Jack Wei Julian Rory              |20010603|M
COMP9313|Wilson, Yang Yang Leo Hugo                        |20020208|M
COMP9444|Liu, Andrew Brendan Tao                           |20040410|M
COMP1531|Yao, Jonathan Ho                                  |20030218|M
DPGE1002|Wang Jing, Chloe Nicole Karen                     |19910322|F
COMP2041|Liang, Justin                                     |19981029|M
COMP9044|Huang, Jason Anton                                |20021227|M
COMP1511|Xu Anthony, Nathan Alexander Jiaqi Nathan         |20020301|M
COMP3121|Tang, Kelly Claire                                |20001125|F
COMP3331|Chen, Angela Ashley Jennifer                      |19960831|F
COMP3511|Pham, Grace Natalie                               |20020919|F
DPGE1003|Lu, Jackson Zhen                                  |20010925|M
COMP1531|Tan Xinran, Fiona                                 |20010113|F
COMP9101|Cai, Justin Jie Feng Ethan                        |20010517|M
COMP9020|Zeng, Feng Chun Sam                               |20040212|M
DPBS1110|Xu Hugo, Andre                                    |20000420|M
COMP9414|Yuan, Joshua                                      |20020627|M
DPST1022|Cai, Jayden                                       |19921113|M
COMP9313|Liang Andrew, Kenneth Albert                      |19990928|M
COMP2511|Zhao Alicia, Maria Lucy                           |19990910|F
COMP9311|Chen, Jeffrey Tianyu                              |20010217|M
COMP1531|Zhang, Emily Jennifer                             |20030611|F
COMP1911|Tran, James Yi Calvin Ricky                       |20000821|M
DPBS1180|Chen, Hannah Yue Yue                              |20001019|F
COMP2511|Lee, Max Liam                                     |20020122|M
COMP9417|Zhang, James Ran                                  |19650406|M
COMP6771|Fu Cameron, David                                 |19980602|M
COMP9313|Lee, Jacob Kenneth Rohan                          |19980125|M
COMP9331|Qin Jin, Victor Andrew                            |19750610|M
ENGG1811|Nguyen, Nathan Ke                                 |20020909|M
COMP2511|Xue, Jimmy Xiao                                   |20001207|M
COMP1521|Kumar, Jordan Yang Yifei                          |20020902|M
DPST1014|Yan, Jerry Jake                                   |20020727|M
DPST1022|Song, Terry Tianyu Ken                            |19940911|M
COMP2041|Zheng, Chloe Tina                                 |19990613|F
COMP9101|Sun, Jiawei Jerry                                 |20031204|M
COMP9517|Patel, Terry Robert Matthew                       |20020116|M
COMP3511|Cheng, George Jared Rory                          |19950528|M
DPST1091|Cai Marcus, Kyle Jack Haotian                     |19991025|M
COMP9311|Zhou, John Julian Zachary                         |19940705|M
COMP2521|Zhang Kenny, Nicholas Vincent Sunny Jonathan      |20000412|M
COMP9313|Lee, Kevin Jacky Zheng Joe Anton                  |20021120|M
COMP3511|Lee, Vivian Vivian                                |20040328|F
COMP9331|Wu, Marcus Adrian                                 |20011209|M
COMP2041|Han, Yiming Anton Ran                             |20000926|M
COMP9417|Xie, Michael Nathan Xin Rui Jiawei                |19970711|M
COMP9021|Ly, Will Zheng Brendan Brandon                    |20020905|M
COMP9313|Liu, Kevin Yifei                                  |20000413|M
COMP1511|Kim, Maria Chelsea                                |20030601|F
COMP1521|Wang Yi, Samuel Jeremy Joshua                     |20011028|M
COMP9444|Cai, Owen Harrison                                |20030124|M
COMP3141|Zhang, Matthew Michael                            |20020725|M
DPBS1190|Chen, Michelle                                    |19951026|F
COMP9414|Huang, Eric Jeremy                                |20010219|M
COMP3121|Hu, George                                        |20030124|M
COMP9414|Wang, Hao                                         |19951107|M
COMP3121|Zhang, Nicholas Jeremy Terry                      |19970811|M
ENGG1811|Wang, Brian Jun                                   |20031015|M
COMP3121|Chen, David                                       |20000702|M
DPST1021|Qiu, Christine                                    |19881107|F
COMP6452|Pham, Leo Kevin Jay                               |20040528|M
DPBS1110|Li, Jason Liam                                    |19960218|M
COMP1521|Chen, Lachlan Rahul Matthew                       |20020507|M
GSOE9220|Nguyen, David Johnny                              |19991128|M
COMP9517|Zhao, Fiona Jing                                  |20001129|F
DPGE1001|Bui, Matthew Chi Johnny                           |20020430|M
DPBS1180|Lau, Liam                                         |19960515|M
COMP1511|He, Christine Tina Elizabeth                      |19950620|F
DPBS1170|Lam, Oliver                                       |20030926|M
COMP9444|Xu, Jay                                           |19890227|M
COMP9900|Zeng, Mark Andy Ricky Aaron                       |19820916|M
COMP9900|Chen, William Brendan                             |20030611|M
COMP1521|Zhang, Angela Alicia                              |20031211|F
COMP2041|Cai, Haotian Nicholas Tony                        |20020725|M
COMP1531|Tan, Dylan                                        |20010710|M
COMP2511|Yang, Michelle Olivia Jenny Xinyi                 |19981206|F
DPBS1190|Khan, Bryan Andy                                  |19990425|M
COMP9313|Xu, Jing Yue                                      |20040512|F
DPBS1170|Wang, Max Mark Ethan                              |20000607|M
BIOM9420|Gu, Derek Adam Ray Harrison                       |19951127|M
COMP9517|Li, Emily Yue                                     |20010827|F
COMP1511|Nguyen, Matthew Brendan Zihao Gary                |20020509|M
DPST1092|Li, Nathan Henry Anthony                          |20040725|M
COMP2521|Lam, Rohan Tim Jack                               |19870505|M
COMP9101|Xia, Callum Rahul Jackson Chen                    |20000518|M
DPST1031|Jiang Mitchell Daniel, Owen                       |19921017|M
COMP2521|Yao, Xinyu Jiayi Karen                            |20001209|F
COMP1511|Pan, Jun Haoyu                                    |20010726|M
COMP2511|Liang, Andre                                      |19930725|M
COMP2511|Huang, Joseph Rahul                               |20031116|M
COMP6771|Chen, Jack                                        |20010924|M
COMP9491|Zhang, Sarah Melanie                              |19971225|F
COMP3511|Le, Yu                                            |20030121|F
BIOM9332|Cheng, Catherine                                  |20001123|F
COMP9517|Jiang, Jiayi                                      |19840220|F
COMP9417|Jiang, Max Gabriel                                |19980128|M
COMP1911|Lu, Richard Gary                                  |20040106|M
COMP1531|Zhang, William Md Rory                            |20011102|M
COMP3121|Zhang Jerry, Alex Chi Patrick                     |20020920|M
COMP3900|Wang, Daniel Rahul Jordan                         |20000127|M
COMP2521|Xu, Mitchell Yue Yuchen                           |20000722|M
COMP6721|Shen Aryan, George Edward Raymond                 |19820123|M
COMP2041|Kim, Ryan                                         |19980423|M
COMP3900|Nguyen, Christopher                               |20000104|M
DPBS1170|Tang, Adrian Ho                                   |20000525|M
ENGG1811|Wang, Eric                                        |20031118|M
COMP9044|Pan, Jiayi Ashley Hannah                          |19951113|F
COMP9517|Zhang Claire, Catherine                           |20000916|F
DPST1031|Lin, Nathan                                       |19931003|M
COMP1531|Chen, Ethan Steven                                |19970604|M
COMP4953|Chen, Eric Christopher                            |19750610|M
COMP9313|Wang, Anthony                                     |19630823|M
COMP9101|Xie, Max                                          |19990715|M
DPBS1110|Sun, Rui Chen Jack                                |20010306|M
DPST1013|Li, Angela Elizabeth Lucy Catherine               |20030111|F
COMP6443|Singh, Joel Nicholas                              |19961126|M
DPST1091|Wang, Jason                                       |20041001|M
COMP9021|Patel, Muhammad Jerry                             |19981130|M
COMP6771|Zhang, Andrew Kai James                           |19900423|M
COMP2511|Lin, Michael Hao Michael                          |19990817|M
COMP9313|Zhu, Marcus Lawrence Joseph                       |19970117|M
COMP9044|Chen, .                                           |20021007|F
COMP3121|Wang Annie, Jessica Rachel Xin Mia                |20021023|F
ENGG1811|Leung, Jenny Vivian                               |20040812|F
COMP6771|Jackson, Zachary Aidan                            |19940418|M
COMP1531|Yu, Xin Catherine Xinyu Melanie                   |19970625|F
DPGE1002|Wang, Rachel Hannah                               |20001116|F
COMP9517|Wu, Benjamin Aditya Isaac Han Sam                 |19910418|M
COMP6771|Huynh, Zachary Rishi Ye James                     |19980502|M
COMP6447|Wang, Joshua Chun Rory                            |20020519|M
COMP1521|Li Marcus, Daniel                                 |19980712|M
COMP2041|Li, Catherine Annie                               |19981116|F
COMP9313|Liao Jasper, Jayden Tian                          |20000914|M
COMP1531|Hao, Jie Jerry                                    |20040416|M
COMP3141|Lu, Jessica Rebecca Jessica Christina             |20020809|F
COMP9319|Ye, William Sunny Haoyu                           |20000721|M
DPBS1150|Liu, Eric Ahmed Mark                              |20000529|M
COMP9313|Wang, Christina                                   |19940113|F
COMP1521|Cao, Victor Joel Alexander                        |19770807|M
COMP3121|Yang, Daniel Ziheng Christopher                   |20020527|M
DPGE1002|Lim, Zheng Julian                                 |19990710|M
COMP9323|Huang, Vincent Sam                                |19950622|M
COMP1521|Lin, Gary Hao                                     |20040206|M
COMP1531|Yuan, Claire Sophie                               |19850913|F
COMP2041|Xu, Jeremy Yifan                                  |19990306|M
COMP9313|Huang, Matthew Kai                                |20021123|M
COMP1531|Liu, Jessica Chelsea Tina Jing                    |20010903|F
COMP9417|Xu, Ryan Kai Edward                               |19900906|M
COMP9900|Wang Yi, Samuel Jeremy Joshua                     |20011028|M
COMP1531|Tran, Luke Tim                                    |20000101|M
COMP3511|Wang, Jiaqi Michelle Christina                    |19980606|F
COMP2511|Alam, Brandon Gary                                |20000201|M
COMP9020|Wang, Daniel                                      |19950901|M
COMP9517|Zhu, Emily Jessica                                |20031222|F
DPBS1180|Bui, Chen                                         |20011130|M
COMP9024|Lee, Rachel Michelle                              |19990717|F
COMP2041|Chen, David Isaac                                 |19850925|M
COMP9323|Ma, Tong Ryan                                     |20030613|M
COMP1531|Li, Alan                                          |19961215|M
COMP6771|Chen, Sarah Amy                                   |19970119|F
COMP1531|Chen, James Will                                  |20030425|M
BIOM1010|Nguyen, Samuel Calvin                             |19980324|M
COMP9319|Chen Yichen, Ricky Yang Jack Han                  |20011121|M
COMP9517|Zhou, Frank Harry Harry                           |20020709|M
BIOM1010|Lin, Will Richard                                 |20030321|M
COMP9312|Li Xinyu, Matthew                                 |20020811|M
COMP2521|Zhu Tao, Kai Haotian                              |20030711|M
COMP1531|Zhou, Xin Jiayi                                   |20021216|F
COMP3121|Zhou, Alex Rahul Andre                            |20040702|M
COMP9414|Fan, Mia Maria                                    |19990122|F
COMP1511|Chan, Jasmine                                     |19980416|F
DPGE1003|Shen, Jing Michelle                               |20010827|F
COMP1911|Chen, Michael Jeremy                              |19931102|M
COMP1531|Li Xinyu, Yuhao William Ahmed Andre               |20040116|M
COMP6771|Zhang, Emily Xinyi Claire                         |19930219|F
COMP3331|Zhang, Ethan Yifei Yichen Jayden                  |20040302|M
COMP2521|Liu, Mark                                         |19890811|M
DPBS1170|Jiang, Grace Xin                                  |19850101|F
COMP9311|Zhang, Joshua Nathan                              |20010130|M
DPBS1170|Wu Boyang, Frank                                  |19910621|M
COMP3141|Li Tim, Daniel Rahul Rohan                        |20030109|M
COMP9444|Qiu, Christopher Ben                              |20030514|M
DPST1091|Song, Jeremy Michael                              |20010523|M
DPBS1150|Shen, Melanie Anna Rebecca                        |20030509|F
COMP1531|Xie, Andrew Austin                                |20011010|M
DPBS1180|Zhang Yifei, William Raymond Gabriel Roy          |19980825|M
COMP2511|So, Jessica Rebecca Lucy                          |20010515|F
COMP6452|Zhang, .                                          |19970925|F
COMP9414|Lee, Jun Tian                                     |19930725|M
COMP1511|Zhu, Sanjana Emily                                |20031211|F
DPGE1002|Yao Xavier, Matthew Jiaxin Austin                 |19820520|M
ENGG1811|Zhu, Sarah Chelsea Vanessa                        |19881203|F
DPBS1100|Yu, Ashley                                        |20010510|F
DPST1031|Yuan, Elizabeth Xinyi                             |20000804|F
COMP6771|Wang, Alex                                        |20021116|M
COMP2521|Feng, Tianyu Wei Aditya                           |19950101|M
DPST1092|Wang Peter, James Tony                            |19981101|M
COMP3121|Zhou, Christopher Jeffrey Kai                     |20030326|M
COMP4336|Zhang Yifan, Alex                                 |19930819|M
COMP1010|Chen, Eric                                        |20000701|M
COMP1531|Xu, Jeremy Zac Peter                              |20041001|M
COMP9154|Li Aaron, Xiang                                   |20030719|M
COMP9902|Chen, Kelly                                       |19951209|F
DPST1091|He, Sarah Jiaqi                                   |20030325|F
COMP1511|Zhou, Yue Sophia                                  |20040412|F
COMP9900|Meng Wei, Lachlan                                 |19981030|M
DPGE1003|Zhao, Karen Jasmine                               |20000226|F
COMP2511|Tan, Amy                                          |19940418|F
DPST1092|Liu, Catherine                                    |20000127|F
COMP3511|Chen Ethan, Daniel Mohammed Victor Joseph         |19891106|M
COMP1911|Kim, Jack Ke                                      |19970207|M
COMP1511|Chen, Jason Boyang Darren                         |20020807|M
COMP1511|Li, William Ivan Ryan Hao                         |19960503|M
